,loss,accuracy,val_loss,val_accuracy
0,0.7884364128112793,0.7356497049331665,5.669930934906006,0.05968018248677254
1,0.4159911870956421,0.8569252490997314,2.3728556632995605,0.19388920068740845
2,0.311717689037323,0.895478367805481,1.5682345628738403,0.505139946937561
3,0.24067983031272888,0.9203236699104309,0.3571898341178894,0.8834951519966125
4,0.20913852751255035,0.9281294345855713,0.3755435645580292,0.8754997253417969
5,0.18812009692192078,0.9360304474830627,0.3747203052043915,0.8923472166061401
6,0.14850716292858124,0.9497382044792175,0.22006423771381378,0.929183304309845
7,0.13599468767642975,0.9540218710899353,0.31922921538352966,0.9126213788986206
8,0.11942779272794724,0.9589719176292419,0.34524667263031006,0.9031981825828552
9,0.10664937645196915,0.9642075300216675,0.28795626759529114,0.9117646813392639
10,0.0992245152592659,0.9647786617279053,0.32943421602249146,0.9023415446281433
11,0.0988641008734703,0.9663969278335571,0.3299816846847534,0.9037692546844482
12,0.08887311071157455,0.9706806540489197,0.3364826738834381,0.9069103598594666
13,0.09362941980361938,0.9684911966323853,0.22984927892684937,0.9311822056770325
14,0.07590914517641068,0.9746786952018738,0.36529868841171265,0.9009137749671936
15,0.07540997117757797,0.9753450751304626,0.36392641067504883,0.9026270508766174
16,0.06918815523386002,0.9760113954544067,0.3866581320762634,0.8966305255889893
17,0.07160668075084686,0.9772489070892334,0.39606159925460815,0.9031981825828552
18,0.06341705471277237,0.978771984577179,0.3116393983364105,0.9186179041862488
19,0.05366599187254906,0.9823893308639526,0.38450878858566284,0.9031981825828552
20,0.06219026446342468,0.97886723279953,0.396054744720459,0.8972015976905823
21,0.0630142092704773,0.9789624214172363,0.24332213401794434,0.9306110739707947
22,0.06333629786968231,0.9781056642532349,0.2699664235115051,0.922044575214386
23,0.04889679327607155,0.9828652739524841,0.3036934733390808,0.9209023118019104
24,0.04436604678630829,0.9841979742050171,0.34357020258903503,0.9180468320846558
25,0.05074826627969742,0.9833412766456604,0.32605040073394775,0.9203312397003174
26,0.0534076914191246,0.981151819229126,0.4304673969745636,0.9089092016220093
27,0.05580655112862587,0.9806758761405945,0.2627370059490204,0.9240434169769287
28,0.044994812458753586,0.9850547313690186,0.2528734505176544,0.9320388436317444
29,0.04388218745589256,0.9849595427513123,0.3297330439090729,0.9246144890785217
30,0.04392566531896591,0.9845787882804871,0.322037935256958,0.9240434169769287
31,0.04177844151854515,0.9851499199867249,0.4537152349948883,0.8946316242218018
32,0.04615986719727516,0.9856258630752563,0.4544403553009033,0.8834951519966125
33,0.034050747752189636,0.9885768890380859,0.4116366505622864,0.9057681560516357
34,0.04281765967607498,0.9845787882804871,0.29195716977119446,0.9260422587394714
35,0.03842970356345177,0.9879105091094971,0.36169737577438354,0.8963449597358704
36,0.044894490391016006,0.9850547313690186,0.24228405952453613,0.9314677119255066
37,0.03438512235879898,0.9890528321266174,0.4352864623069763,0.9034837484359741
38,0.046964358538389206,0.9857211112976074,0.2373431921005249,0.940890908241272
39,0.02547493763267994,0.9915278553962708,0.45948711037635803,0.893203854560852
40,0.04102730005979538,0.9870538115501404,0.38776689767837524,0.9074814319610596
41,0.024899635463953018,0.9909566640853882,0.3705442249774933,0.9189034700393677
42,0.026759207248687744,0.9914326667785645,0.2471703588962555,0.9374642968177795
43,0.02583097293972969,0.9914326667785645,0.3757259249687195,0.9126213788986206
44,0.04052621126174927,0.9869585633277893,0.3340156078338623,0.9189034700393677
45,0.029774649068713188,0.9887672662734985,0.3220994472503662,0.9234722852706909
46,0.02910328470170498,0.9901951551437378,0.2961030602455139,0.9288977980613708
47,0.03610267490148544,0.988196074962616,0.329689085483551,0.9217590093612671
48,0.016595706343650818,0.9946691989898682,0.3022651970386505,0.9271844625473022
49,0.029961245134472847,0.9897191524505615,0.38223502039909363,0.9143346548080444
50,0.054059501737356186,0.9832460880279541,0.368963360786438,0.9074814319610596
51,0.0228527020663023,0.9933364987373352,0.3617759048938751,0.9183323979377747
52,0.019229423254728317,0.9944788217544556,0.37458741664886475,0.922615647315979
53,0.042033400386571884,0.9867681860923767,0.35457780957221985,0.9060536623001099
54,0.025980139151215553,0.9918134212493896,0.4561501741409302,0.9094802737236023
55,0.027569670230150223,0.9914326667785645,0.2398747205734253,0.9423186779022217
56,0.024790676310658455,0.9922893643379211,0.24116697907447815,0.9414620399475098
57,0.017887162044644356,0.994288444519043,0.2838154137134552,0.9337521195411682
58,0.021057335659861565,0.9936220645904541,0.3257193863391876,0.929183304309845
59,0.025014400482177734,0.9918134212493896,0.3553024232387543,0.9231867790222168
60,0.033165108412504196,0.9883865118026733,0.30880311131477356,0.9260422587394714
61,0.02579129859805107,0.9908614754676819,0.27882373332977295,0.9326099157333374
62,0.022773610427975655,0.9924798011779785,0.28817540407180786,0.9334666132926941
63,0.02347109466791153,0.9936220645904541,0.30405208468437195,0.9283266663551331
64,0.021768173202872276,0.9930509328842163,0.3542971611022949,0.9306110739707947
65,0.021949993446469307,0.9928605556488037,0.6491345167160034,0.8863506317138672
66,0.025435786694288254,0.9930509328842163,0.43179914355278015,0.9149057865142822
67,0.017599236220121384,0.9939076900482178,0.3015519380569458,0.928612232208252
68,0.009574412368237972,0.99666827917099,0.25054147839546204,0.9446030855178833
69,0.035285405814647675,0.9887672662734985,0.23889002203941345,0.9380354285240173
70,0.025162938982248306,0.9923845529556274,0.28908050060272217,0.9300400018692017
71,0.02072044275701046,0.9936220645904541,0.3521997630596161,0.9234722852706909
72,0.026032883673906326,0.9923845529556274,0.2208341360092163,0.9448886513710022
73,0.01340295746922493,0.9960018992424011,0.2233375757932663,0.9454597234725952
74,0.022095197811722755,0.9924798011779785,0.4044211208820343,0.9080525636672974
75,0.019746558740735054,0.9937172532081604,0.30462291836738586,0.9397487044334412
76,0.012268352322280407,0.9960018992424011,0.26020365953445435,0.9383209347724915
77,0.03192619979381561,0.9901951551437378,0.3309274911880493,0.9231867790222168
78,0.02896958962082863,0.9915278553962708,0.2864067852497101,0.9294688701629639
79,0.02281506545841694,0.9928605556488037,0.29843294620513916,0.9434608817100525
80,0.014992929995059967,0.9938124418258667,0.3475368618965149,0.9340376853942871
81,0.007658030372112989,0.9974297881126404,0.4384516775608063,0.9123358130455017
82,0.02916879765689373,0.9901951551437378,0.44335123896598816,0.9217590093612671
83,0.024386489763855934,0.9920989871025085,0.23815900087356567,0.940890908241272
84,0.015113026835024357,0.9952403903007507,0.2515837252140045,0.9391776323318481
85,0.01828913204371929,0.9938124418258667,0.3867773115634918,0.9197601079940796
86,0.008827613666653633,0.9973345994949341,0.2634681761264801,0.9423186779022217
87,0.005752502009272575,0.9980961680412292,0.30454567074775696,0.9380354285240173
88,0.025453777983784676,0.9920037984848022,0.3840083181858063,0.9180468320846558
89,0.02227092906832695,0.9925749897956848,0.27617982029914856,0.9386065006256104
90,0.019987063482403755,0.9933364987373352,0.36248669028282166,0.9328954815864563
91,0.015865793451666832,0.9955259561538696,0.27666375041007996,0.9397487044334412
92,0.016303665935993195,0.9943836331367493,0.38885030150413513,0.9214734435081482
93,0.018682928755879402,0.9939076900482178,0.49675628542900085,0.9040548205375671
94,0.011277440935373306,0.9967634677886963,0.38887518644332886,0.9194746017456055
95,0.008596004918217659,0.9965730309486389,0.30051177740097046,0.934323251247406
96,0.03110640123486519,0.9897191524505615,0.4026992917060852,0.9209023118019104
97,0.011519760824739933,0.9968586564064026,0.28743767738342285,0.9383209347724915
98,0.018030548468232155,0.9948595762252808,0.29210373759269714,0.9377498626708984
99,0.022480614483356476,0.9940028786659241,0.266866534948349,0.9386065006256104
